Cell name,ref,rank,Cell marker,scores,logfoldchanges,pvals,pvals_adj
lung ciliated cell,rest,30,ENSG00000114446,13.867138,6.4600987,1.00E-43,5.83E-41
lung ciliated cell,rest,31,ENSG00000159079,13.837773,6.233471,1.51E-43,8.52E-41
lung ciliated cell,rest,32,ENSG00000128536,13.730254,8.695488,6.69E-43,3.67E-40
lung ciliated cell,rest,33,ENSG00000174844,13.701342,9.658299,9.97E-43,5.32E-40
lung ciliated cell,rest,34,ENSG00000243955,13.601089,9.227237,3.95E-42,1.99E-39
lung ciliated cell,rest,35,ENSG00000133640,13.535508,9.297351,9.65E-42,4.75E-39
lung ciliated cell,rest,36,ENSG00000272398,13.513485,7.540222,1.30E-41,6.12E-39
lung ciliated cell,rest,37,ENSG00000188010,13.513184,7.753333,1.31E-41,6.12E-39
lung ciliated cell,rest,38,ENSG00000064199,13.342494,8.186593,1.31E-40,5.99E-38
lung ciliated cell,rest,39,ENSG00000120262,13.3054495,8.117275,2.15E-40,9.61E-38
lung ciliated cell,rest,40,ENSG00000188659,13.238552,9.657329,5.26E-40,2.29E-37
lung ciliated cell,rest,41,ENSG00000101443,13.169696,6.344597,1.31E-39,5.60E-37
lung ciliated cell,rest,42,ENSG00000111834,13.154901,9.128818,1.59E-39,6.66E-37
lung ciliated cell,rest,43,ENSG00000142973,13.137885,6.693925,2.00E-39,8.16E-37
lung ciliated cell,rest,44,ENSG00000160345,13.133555,9.002255,2.11E-39,8.46E-37
lung ciliated cell,rest,45,ENSG00000277639,13.118233,8.946185,2.59E-39,1.01E-36
lung ciliated cell,rest,46,ENSG00000178965,13.096097,9.599516,3.47E-39,1.33E-36
lung ciliated cell,rest,47,ENSG00000152611,13.028672,9.178462,8.41E-39,3.10E-36
lung ciliated cell,rest,48,ENSG00000103534,12.925709,6.4897423,3.22E-38,1.17E-35
lung ciliated cell,rest,49,ENSG00000118418,12.833813,5.5968323,1.06E-37,3.77E-35
lung ciliated cell,rest,50,ENSG00000188931,12.769211,9.059921,2.44E-37,8.35E-35
lung ciliated cell,rest,51,ENSG00000205155,12.75212,6.5032606,3.03E-37,1.02E-34
lung ciliated cell,rest,52,ENSG00000152582,12.748393,8.393684,3.18E-37,1.04E-34
lung ciliated cell,rest,53,ENSG00000151023,12.748242,9.754008,3.19E-37,1.04E-34
lung ciliated cell,rest,54,ENSG00000122417,12.68654,6.2349463,7.02E-37,2.25E-34
lung ciliated cell,rest,55,ENSG00000090273,12.596112,5.6046257,2.22E-36,6.98E-34
lung ciliated cell,rest,56,ENSG00000039139,12.582371,7.8176503,2.64E-36,8.18E-34
lung ciliated cell,rest,57,ENSG00000154080,12.555642,8.593809,3.70E-36,1.13E-33
lung ciliated cell,rest,58,ENSG00000203985,12.508395,8.918688,6.72E-36,2.02E-33
lung ciliated cell,rest,59,ENSG00000285390,12.443342,5.070984,1.52E-35,4.42E-33
lung ciliated cell,rest,60,ENSG00000198840,12.400952,2.4604788,2.58E-35,7.40E-33
lung ciliated cell,rest,61,ENSG00000160401,12.392707,8.906123,2.86E-35,8.08E-33
lung ciliated cell,rest,62,ENSG00000154479,12.365828,8.737561,4.00E-35,1.11E-32
lung ciliated cell,rest,63,ENSG00000165092,12.200371,5.578879,3.09E-34,8.49E-32
lung ciliated cell,rest,64,ENSG00000163435,12.183806,5.771945,3.79E-34,1.01E-31
lung ciliated cell,rest,65,ENSG00000198763,12.161633,2.7406576,4.98E-34,1.31E-31
lung ciliated cell,rest,66,ENSG00000179813,12.091496,9.202564,1.17E-33,3.04E-31
lung ciliated cell,rest,67,ENSG00000004838,12.028852,8.784311,2.51E-33,6.42E-31
lung ciliated cell,rest,68,ENSG00000125868,12.011874,4.65405,3.08E-33,7.78E-31
lung ciliated cell,rest,69,ENSG00000172361,12.010707,8.810526,3.12E-33,7.79E-31
lung ciliated cell,rest,70,ENSG00000168589,12.007695,8.789098,3.24E-33,7.97E-31
lung ciliated cell,rest,71,ENSG00000114473,11.938237,7.6304445,7.48E-33,1.82E-30
lung ciliated cell,rest,72,ENSG00000112378,11.900251,6.1424046,1.18E-32,2.83E-30
lung ciliated cell,rest,73,ENSG00000143222,11.860986,5.509909,1.89E-32,4.48E-30
lung ciliated cell,rest,74,ENSG00000267795,11.848337,6.4295597,2.20E-32,5.14E-30
lung ciliated cell,rest,75,ENSG00000156042,11.721656,8.440388,9.87E-32,2.20E-29
lung ciliated cell,rest,76,ENSG00000198727,11.689958,1.859812,1.43E-31,3.17E-29
lung ciliated cell,rest,77,ENSG00000215217,11.657995,8.649132,2.09E-31,4.56E-29
lung ciliated cell,rest,78,ENSG00000133665,11.591512,9.189325,4.55E-31,9.82E-29
lung ciliated cell,rest,79,ENSG00000119147,11.547691,8.928403,7.58E-31,1.62E-28
lung ciliated cell,rest,80,ENSG00000010626,11.402337,7.5182743,4.07E-30,8.59E-28
lung ciliated cell,rest,81,ENSG00000146425,11.368756,5.4454083,5.98E-30,1.25E-27
lung ciliated cell,rest,82,ENSG00000138587,11.332993,8.246199,9.01E-30,1.86E-27
lung ciliated cell,rest,83,ENSG00000142621,11.309388,7.629896,1.18E-29,2.41E-27
lung ciliated cell,rest,84,ENSG00000075142,11.224344,5.1723804,3.10E-29,6.20E-27
lung ciliated cell,rest,85,ENSG00000034239,11.150744,8.541811,7.10E-29,1.41E-26
lung ciliated cell,rest,86,ENSG00000167552,11.1380205,4.858342,8.19E-29,1.61E-26
lung ciliated cell,rest,87,ENSG00000157856,11.092016,9.095387,1.37E-28,2.66E-26
lung ciliated cell,rest,88,ENSG00000112539,11.075338,8.928497,1.65E-28,3.17E-26
lung ciliated cell,rest,89,ENSG00000198786,11.062049,3.169347,1.92E-28,3.64E-26
lung ciliated cell,rest,90,ENSG00000127914,11.033852,4.5826645,2.62E-28,4.94E-26
lung ciliated cell,rest,91,ENSG00000130413,10.991349,7.675817,4.21E-28,7.84E-26
lung ciliated cell,rest,92,ENSG00000213085,10.980393,8.266155,4.75E-28,8.77E-26
lung ciliated cell,rest,93,ENSG00000096384,10.971998,2.9030306,5.21E-28,9.53E-26
lung ciliated cell,rest,94,ENSG00000005448,10.947377,7.208947,6.84E-28,1.23E-25
lung ciliated cell,rest,95,ENSG00000120885,10.892451,5.270613,1.25E-27,2.23E-25
lung ciliated cell,rest,96,ENSG00000112981,10.846786,8.127242,2.07E-27,3.64E-25
lung ciliated cell,rest,97,ENSG00000284862,10.826005,7.999914,2.59E-27,4.53E-25
lung ciliated cell,rest,98,ENSG00000119636,10.806391,7.494015,3.21E-27,5.56E-25
lung ciliated cell,rest,99,ENSG00000153789,10.797996,8.539531,3.52E-27,6.03E-25
lung endothelial cell,rest,0,ENSG00000152583,11.644237,11.6958475,2.46E-31,4.72E-27
lung endothelial cell,rest,1,ENSG00000116016,10.01061,8.515665,1.37E-23,1.31E-19
lung endothelial cell,rest,2,ENSG00000157654,9.665876,8.500436,4.21E-22,2.70E-18
lung endothelial cell,rest,3,ENSG00000169908,9.588419,7.6732173,8.94E-22,4.29E-18
lung endothelial cell,rest,4,ENSG00000275214,9.09503,7.7660084,9.46E-20,3.63E-16
lung endothelial cell,rest,5,ENSG00000134531,8.765093,7.55216,1.87E-18,5.97E-15
lung endothelial cell,rest,6,ENSG00000177469,8.236801,6.8079643,1.77E-16,4.85E-13
lung endothelial cell,rest,7,ENSG00000142089,8.220551,4.8764043,2.03E-16,4.86E-13
lung endothelial cell,rest,8,ENSG00000125148,8.055582,6.3934937,7.91E-16,1.69E-12
lung endothelial cell,rest,9,ENSG00000206493,8.001836,3.9122038,1.23E-15,2.35E-12
lung endothelial cell,rest,10,ENSG00000196628,7.81853,7.9541817,5.34E-15,8.55E-12
lung endothelial cell,rest,11,ENSG00000261371,7.8082237,6.1180706,5.80E-15,8.57E-12
lung endothelial cell,rest,12,ENSG00000125810,7.7683883,8.735313,7.95E-15,1.09E-11
lung endothelial cell,rest,13,ENSG00000127920,7.5977287,7.653342,3.01E-14,3.86E-11
lung endothelial cell,rest,14,ENSG00000105974,7.011012,6.0452795,2.37E-12,2.39E-09
lung endothelial cell,rest,15,ENSG00000175899,6.617528,6.050134,3.65E-11,3.34E-08
lung endothelial cell,rest,16,ENSG00000102804,6.532103,4.800276,6.49E-11,5.66E-08
lung endothelial cell,rest,17,ENSG00000134954,6.5215435,6.7026696,6.96E-11,5.81E-08
lung endothelial cell,rest,18,ENSG00000136156,6.456985,3.5973332,1.07E-10,8.55E-08
lung endothelial cell,rest,19,ENSG00000121858,6.4395337,5.4119735,1.20E-10,9.21E-08
lung endothelial cell,rest,20,ENSG00000108691,6.3937545,5.8960347,1.62E-10,1.18E-07
lung endothelial cell,rest,21,ENSG00000119326,6.3905296,6.5767665,1.65E-10,1.18E-07
lung endothelial cell,rest,22,ENSG00000285438,6.338807,8.749283,2.32E-10,1.48E-07
lung endothelial cell,rest,23,ENSG00000171056,6.3329268,8.648466,2.41E-10,1.49E-07
lung endothelial cell,rest,24,ENSG00000102755,6.2864523,8.360254,3.25E-10,1.95E-07
lung endothelial cell,rest,25,ENSG00000163565,6.25098,4.455679,4.08E-10,2.37E-07
lung endothelial cell,rest,26,ENSG00000111341,6.2283435,5.8780303,4.71E-10,2.59E-07
lung endothelial cell,rest,27,ENSG00000100906,6.183323,4.2270284,6.28E-10,3.35E-07
lung endothelial cell,rest,28,ENSG00000110799,6.133877,9.032382,8.58E-10,4.45E-07
lung endothelial cell,rest,29,ENSG00000277236,6.0860744,8.042309,1.16E-09,5.85E-07
lung endothelial cell,rest,30,ENSG00000172889,6.0566087,8.042353,1.39E-09,6.85E-07
lung endothelial cell,rest,31,ENSG00000162618,5.948674,9.899083,2.70E-09,1.30E-06
lung endothelial cell,rest,32,ENSG00000132530,5.942098,4.9673023,2.81E-09,1.32E-06
lung endothelial cell,rest,33,ENSG00000213088,5.906436,9.122164,3.50E-09,1.60E-06
lung endothelial cell,rest,34,ENSG00000131016,5.8942327,6.774269,3.76E-09,1.68E-06
lung endothelial cell,rest,35,ENSG00000225201,5.8278403,2.4275112,5.61E-09,2.40E-06
lung endothelial cell,rest,36,ENSG00000162407,5.766949,6.303077,8.07E-09,3.37E-06
lung endothelial cell,rest,37,ENSG00000176907,5.6798177,4.647069,1.35E-08,5.39E-06
lung endothelial cell,rest,38,ENSG00000168309,5.676403,8.445387,1.38E-08,5.39E-06
lung endothelial cell,rest,39,ENSG00000137033,5.65187,6.6516237,1.59E-08,6.10E-06
lung endothelial cell,rest,40,ENSG00000060138,5.620381,4.335732,1.91E-08,7.14E-06
lung endothelial cell,rest,41,ENSG00000240583,5.608873,5.2177014,2.04E-08,7.38E-06
lung endothelial cell,rest,42,ENSG00000023445,5.5838337,5.1088247,2.35E-08,8.37E-06
lung endothelial cell,rest,43,ENSG00000107438,5.578396,4.2415037,2.43E-08,8.43E-06
lung endothelial cell,rest,44,ENSG00000064989,5.576309,7.344298,2.46E-08,8.43E-06
lung endothelial cell,rest,45,ENSG00000085063,5.5620823,3.762464,2.67E-08,8.98E-06
lung endothelial cell,rest,46,ENSG00000187193,5.5068817,5.402224,3.65E-08,1.21E-05
lung endothelial cell,rest,47,ENSG00000152661,5.4919596,5.5446534,3.97E-08,1.29E-05
lung endothelial cell,rest,48,ENSG00000182809,5.480894,5.076655,4.23E-08,1.35E-05
lung endothelial cell,rest,49,ENSG00000168497,5.455918,4.8591948,4.87E-08,1.49E-05
lung endothelial cell,rest,50,ENSG00000276409,5.433218,7.6775913,5.53E-08,1.66E-05
lung endothelial cell,rest,51,ENSG00000227715,5.3952165,2.7226684,6.84E-08,1.99E-05
lung endothelial cell,rest,52,ENSG00000127329,5.3856053,7.474466,7.22E-08,2.06E-05
lung endothelial cell,rest,53,ENSG00000235657,5.3838983,2.7097394,7.29E-08,2.06E-05
lung endothelial cell,rest,54,ENSG00000133110,5.3727064,7.5750146,7.76E-08,2.16E-05
lung endothelial cell,rest,55,ENSG00000115306,5.303722,4.409933,1.13E-07,3.03E-05
lung endothelial cell,rest,56,ENSG00000204217,5.2831717,5.3283577,1.27E-07,3.25E-05
lung endothelial cell,rest,57,ENSG00000165949,5.231386,4.94002,1.68E-07,4.25E-05
lung endothelial cell,rest,58,ENSG00000282521,5.1632867,6.8538218,2.43E-07,6.05E-05
lung endothelial cell,rest,59,ENSG00000157557,5.1605043,4.0658393,2.46E-07,6.06E-05
lung endothelial cell,rest,60,ENSG00000113140,5.1354017,5.090356,2.82E-07,6.76E-05
lung endothelial cell,rest,61,ENSG00000054654,5.1178236,4.2968135,3.09E-07,7.24E-05
lung endothelial cell,rest,62,ENSG00000187498,5.099803,6.9032087,3.40E-07,7.68E-05
lung endothelial cell,rest,63,ENSG00000136244,5.024179,6.6419196,5.06E-07,0.000111613
lung endothelial cell,rest,64,ENSG00000179776,5.012798,7.9443774,5.36E-07,0.000115763
lung endothelial cell,rest,65,ENSG00000108654,4.9664497,1.9791052,6.82E-07,0.000142354
lung endothelial cell,rest,66,ENSG00000117523,4.952349,3.2518902,7.33E-07,0.000151424
lung endothelial cell,rest,67,ENSG00000114315,4.939134,4.534791,7.85E-07,0.00016033
lung endothelial cell,rest,68,ENSG00000170989,4.922947,6.969656,8.53E-07,0.000170554
lung endothelial cell,rest,69,ENSG00000106366,4.9096055,6.156778,9.13E-07,0.00017995
lung endothelial cell,rest,70,ENSG00000275688,4.908404,6.40676,9.18E-07,0.00017995
lung endothelial cell,rest,71,ENSG00000165507,4.8979707,6.866677,9.68E-07,0.000187853
lung endothelial cell,rest,72,ENSG00000108342,4.8659763,6.0097938,1.14E-06,0.000218743
lung endothelial cell,rest,73,ENSG00000185201,4.8553534,3.085154,1.20E-06,0.000228518
lung endothelial cell,rest,74,ENSG00000099260,4.8177314,6.2493773,1.45E-06,0.000270748
lung endothelial cell,rest,75,ENSG00000018408,4.8060336,4.563623,1.54E-06,0.00028196
lung endothelial cell,rest,76,ENSG00000149564,4.8057804,6.092791,1.54E-06,0.00028196
lung endothelial cell,rest,77,ENSG00000177606,4.727122,3.1011512,2.28E-06,0.000408755
lung endothelial cell,rest,78,ENSG00000184113,4.695633,6.8484273,2.66E-06,0.000464056
lung endothelial cell,rest,79,ENSG00000150687,4.5936418,5.3354836,4.36E-06,0.000715016
lung endothelial cell,rest,80,ENSG00000111859,4.5753684,3.922214,4.75E-06,0.000760851
lung endothelial cell,rest,81,ENSG00000102265,4.5554504,3.2718656,5.23E-06,0.00081623
lung endothelial cell,rest,82,ENSG00000148175,4.548369,3.8748932,5.41E-06,0.000837372
lung endothelial cell,rest,83,ENSG00000163638,4.5388207,7.2246385,5.66E-06,0.000869181
lung endothelial cell,rest,84,ENSG00000178726,4.533952,4.459372,5.79E-06,0.000882411
lung endothelial cell,rest,85,ENSG00000137710,4.5273128,4.002335,5.97E-06,0.000893942
lung endothelial cell,rest,86,ENSG00000211445,4.521496,5.0233455,6.14E-06,0.000907176
lung endothelial cell,rest,87,ENSG00000171988,4.487857,3.634745,7.19E-06,0.00103115
lung endothelial cell,rest,88,ENSG00000273686,4.4657893,2.3052597,7.98E-06,0.001116674
lung endothelial cell,rest,89,ENSG00000163453,4.4630075,4.574733,8.08E-06,0.001116674
lung endothelial cell,rest,90,ENSG00000137831,4.416596,4.794125,1.00E-05,0.001337316
lung endothelial cell,rest,91,ENSG00000003402,4.4100833,3.0542438,1.03E-05,0.00136867
lung endothelial cell,rest,92,ENSG00000184557,4.3954773,3.9022079,1.11E-05,0.001453996
lung endothelial cell,rest,93,ENSG00000142192,4.3834,4.017101,1.17E-05,0.00152022
lung endothelial cell,rest,94,ENSG00000158352,4.37948,5.920632,1.19E-05,0.001533425
lung endothelial cell,rest,95,ENSG00000090339,4.353745,3.4307923,1.34E-05,0.00170223
lung endothelial cell,rest,96,ENSG00000105835,4.331424,3.017992,1.48E-05,0.001835694
lung endothelial cell,rest,97,ENSG00000232126,4.314605,2.5446398,1.60E-05,0.001968473
lung endothelial cell,rest,98,ENSG00000135048,4.311254,5.525371,1.62E-05,0.00198582
lung endothelial cell,rest,99,ENSG00000065613,4.291463,3.5954769,1.78E-05,0.002157636
lung macrophage,rest,0,ENSG00000087086,40.57886,3.3207,0,0
lung macrophage,rest,1,ENSG00000216490,39.62564,7.4883046,0,0
lung macrophage,rest,2,ENSG00000011600,39.21692,7.8874183,0,0
lung macrophage,rest,3,ENSG00000268173,38.4697,7.080726,0,0
lung macrophage,rest,4,ENSG00000034510,38.432835,3.210409,0,0
lung macrophage,rest,5,ENSG00000163131,36.089996,6.827224,3.26E-285,1.04E-281
lung macrophage,rest,6,ENSG00000197746,35.070217,5.5710716,1.92E-269,5.26E-266
lung macrophage,rest,7,ENSG00000167996,34.984646,2.6698177,3.85E-268,9.25E-265
lung macrophage,rest,8,ENSG00000019582,33.87625,3.8922668,1.49E-251,3.18E-248
lung macrophage,rest,9,ENSG00000235588,33.847977,7.147601,3.89E-251,7.47E-248
lung macrophage,rest,10,ENSG00000205542,33.40569,1.6073229,1.13E-244,1.98E-241
lung macrophage,rest,11,ENSG00000196154,33.242897,5.65964,2.59E-242,4.14E-239
lung macrophage,rest,12,ENSG00000090382,32.50537,6.925275,8.95E-232,1.32E-228
lung macrophage,rest,13,ENSG00000229685,32.296154,5.6963577,7.92E-229,1.09E-225
lung macrophage,rest,14,ENSG00000206240,32.005463,6.0653877,9.15E-225,1.17E-221
lung macrophage,rest,15,ENSG00000019169,30.783741,8.250082,4.33E-208,5.19E-205
lung macrophage,rest,16,ENSG00000173372,30.609764,7.670952,9.07E-206,1.03E-202
lung macrophage,rest,17,ENSG00000260314,30.573261,7.6991196,2.78E-205,2.96E-202
lung macrophage,rest,18,ENSG00000158869,29.974075,6.2567363,2.14E-197,2.16E-194
lung macrophage,rest,19,ENSG00000183019,29.693027,7.8022914,9.45E-194,9.07E-191
lung macrophage,rest,20,ENSG00000130208,29.65319,6.668085,3.09E-193,2.82E-190
lung macrophage,rest,21,ENSG00000229295,28.649845,5.2091393,1.61E-180,1.41E-177
lung macrophage,rest,22,ENSG00000165168,28.222113,6.990727,3.13E-175,2.61E-172
lung macrophage,rest,23,ENSG00000166710,27.961994,1.7722574,4.71E-172,3.77E-169
lung macrophage,rest,24,ENSG00000173369,27.604277,7.4924603,9.89E-168,7.60E-165
lung macrophage,rest,25,ENSG00000165140,27.567862,6.1534686,2.70E-167,2.00E-164
lung macrophage,rest,26,ENSG00000213145,27.553534,4.325967,4.01E-167,2.86E-164
lung macrophage,rest,27,ENSG00000206450,27.545322,4.961548,5.03E-167,3.45E-164
lung macrophage,rest,28,ENSG00000169442,27.434708,5.6223297,1.06E-165,6.91E-163
lung macrophage,rest,29,ENSG00000030582,27.433949,6.081025,1.08E-165,6.91E-163
lung macrophage,rest,30,ENSG00000234794,27.417736,4.6394014,1.69E-165,1.04E-162
lung macrophage,rest,31,ENSG00000231389,27.21481,4.3195505,4.34E-163,2.60E-160
lung macrophage,rest,32,ENSG00000224103,27.164412,4.3117785,1.71E-162,9.96E-160
lung macrophage,rest,33,ENSG00000226260,26.732323,4.45823,1.98E-157,1.12E-154
lung macrophage,rest,34,ENSG00000026025,26.622036,4.556555,3.77E-156,2.07E-153
lung macrophage,rest,35,ENSG00000132965,26.320835,5.6640396,1.11E-152,5.91E-150
lung macrophage,rest,36,ENSG00000100300,26.218777,4.9351983,1.62E-151,8.43E-149
lung macrophage,rest,37,ENSG00000230463,26.19204,5.121661,3.27E-151,1.66E-148
lung macrophage,rest,38,ENSG00000234514,26.172611,5.8143144,5.45E-151,2.68E-148
lung macrophage,rest,39,ENSG00000117984,25.929743,4.7865715,3.08E-148,1.48E-145
lung macrophage,rest,40,ENSG00000166927,25.63549,6.683304,6.14E-145,2.87E-142
lung macrophage,rest,41,ENSG00000163191,25.568085,4.5162277,3.46E-144,1.58E-141
lung macrophage,rest,42,ENSG00000234745,25.343313,4.1598763,1.06E-141,4.76E-139
lung macrophage,rest,43,ENSG00000206452,25.307087,4.223218,2.67E-141,1.17E-138
lung macrophage,rest,44,ENSG00000285132,25.255064,5.028126,9.96E-141,4.25E-138
lung macrophage,rest,45,ENSG00000223865,25.22881,4.5020227,1.94E-140,8.08E-138
lung macrophage,rest,46,ENSG00000206435,25.198477,4.200446,4.16E-140,1.70E-137
lung macrophage,rest,47,ENSG00000164111,25.186068,4.276985,5.69E-140,2.26E-137
lung macrophage,rest,48,ENSG00000038945,25.185549,6.761126,5.77E-140,2.26E-137
lung macrophage,rest,49,ENSG00000226826,24.964493,4.4255104,1.49E-137,5.71E-135
lung macrophage,rest,50,ENSG00000204472,24.520288,4.958601,8.98E-133,3.38E-130
lung macrophage,rest,51,ENSG00000092841,24.433697,2.2166886,7.50E-132,2.77E-129
lung macrophage,rest,52,ENSG00000162511,24.306576,5.105276,1.67E-130,6.05E-128
lung macrophage,rest,53,ENSG00000229074,24.214731,5.873785,1.56E-129,5.54E-127
lung macrophage,rest,54,ENSG00000018280,24.030127,5.857974,1.35E-127,4.70E-125
lung macrophage,rest,55,ENSG00000228299,23.832455,4.0596213,1.54E-125,5.10E-123
lung macrophage,rest,56,ENSG00000173391,23.76759,6.3402057,7.23E-125,2.35E-122
lung macrophage,rest,57,ENSG00000203747,23.473717,5.840416,7.57E-122,2.38E-119
lung macrophage,rest,58,ENSG00000163563,23.42109,5.3950124,2.61E-121,8.07E-119
lung macrophage,rest,59,ENSG00000170323,23.308832,6.0326624,3.61E-120,1.10E-117
lung macrophage,rest,60,ENSG00000148834,23.176975,5.0476003,7.77E-119,2.33E-116
lung macrophage,rest,61,ENSG00000131981,23.042423,3.3733053,1.75E-117,5.18E-115
lung macrophage,rest,62,ENSG00000116701,23.007511,6.1496396,3.92E-117,1.14E-114
lung macrophage,rest,63,ENSG00000163220,22.891003,4.7051234,5.71E-116,1.64E-113
lung macrophage,rest,64,ENSG00000101347,22.092745,5.1192317,3.71E-108,1.02E-105
lung macrophage,rest,65,ENSG00000223465,21.843327,4.8878,9.00E-106,2.43E-103
lung macrophage,rest,66,ENSG00000143549,21.780914,3.3556466,3.52E-105,9.39E-103
lung macrophage,rest,67,ENSG00000129226,21.653725,5.7484913,5.61E-104,1.47E-101
lung macrophage,rest,68,ENSG00000140264,21.453875,2.4244506,4.20E-102,1.09E-99
lung macrophage,rest,69,ENSG00000135821,21.403511,4.08697,1.24E-101,3.17E-99
lung macrophage,rest,70,ENSG00000104904,21.2949,2.8856292,1.27E-100,3.20E-98
lung macrophage,rest,71,ENSG00000236884,21.017138,4.5166044,4.57E-98,1.14E-95
lung macrophage,rest,72,ENSG00000197956,20.988066,1.4189214,8.43E-98,2.08E-95
lung macrophage,rest,73,ENSG00000111144,20.979511,4.5930033,1.01E-97,2.45E-95
lung macrophage,rest,74,ENSG00000124172,20.825308,2.8642008,2.55E-96,6.13E-94
lung macrophage,rest,75,ENSG00000215048,20.804083,3.5389974,3.97E-96,9.42E-94
lung macrophage,rest,76,ENSG00000115355,20.56856,4.895589,5.25E-94,1.23E-91
lung macrophage,rest,77,ENSG00000155659,20.392355,6.368588,1.96E-92,4.52E-90
lung macrophage,rest,78,ENSG00000109861,20.36802,4.45412,3.21E-92,7.35E-90
lung macrophage,rest,79,ENSG00000111275,20.061962,3.8427608,1.59E-89,3.54E-87
lung macrophage,rest,80,ENSG00000239463,20.026323,4.186687,3.25E-89,7.17E-87
lung macrophage,rest,81,ENSG00000197747,19.734646,3.0596406,1.09E-86,2.37E-84
lung macrophage,rest,82,ENSG00000136167,19.695396,4.289444,2.36E-86,5.10E-84
lung macrophage,rest,83,ENSG00000197249,19.519121,4.1050334,7.55E-85,1.61E-82
lung macrophage,rest,84,ENSG00000135047,19.516338,4.671318,7.98E-85,1.68E-82
lung macrophage,rest,85,ENSG00000136235,19.484346,5.5670395,1.49E-84,3.11E-82
lung macrophage,rest,86,ENSG00000162704,19.31405,3.6412382,4.09E-83,8.27E-81
lung macrophage,rest,87,ENSG00000065978,19.308952,3.406617,4.52E-83,9.04E-81
lung macrophage,rest,88,ENSG00000233276,18.697685,3.3105798,5.17E-78,1.02E-75
lung macrophage,rest,89,ENSG00000111229,18.453556,3.308951,4.88E-76,9.57E-74
lung macrophage,rest,90,ENSG00000265972,18.431364,3.3582926,7.36E-76,1.43E-73
lung macrophage,rest,91,ENSG00000101439,18.394636,3.6986575,1.45E-75,2.79E-73
lung macrophage,rest,92,ENSG00000115414,18.25616,4.6669235,1.85E-74,3.51E-72
lung macrophage,rest,93,ENSG00000142669,18.090221,3.5278795,3.81E-73,7.17E-71
lung macrophage,rest,94,ENSG00000140749,17.928534,4.6698546,7.06E-72,1.32E-69
lung macrophage,rest,95,ENSG00000101182,17.826353,3.118238,4.41E-71,8.15E-69
lung macrophage,rest,96,ENSG00000122862,17.717674,3.9923544,3.06E-70,5.60E-68
lung macrophage,rest,97,ENSG00000163466,17.511793,2.8710592,1.16E-68,2.09E-66
lung macrophage,rest,98,ENSG00000051523,17.388094,4.3324695,1.02E-67,1.81E-65
lung macrophage,rest,99,ENSG00000182718,17.370983,3.0219946,1.37E-67,2.41E-65
lung secretory cell,rest,0,ENSG00000166347,11.831591,6.032327,2.68E-32,2.57E-28
lung secretory cell,rest,1,ENSG00000171345,10.870908,5.9789944,1.59E-27,4.96E-24
lung secretory cell,rest,2,ENSG00000094963,10.069749,6.9113474,7.52E-24,1.60E-20
lung secretory cell,rest,3,ENSG00000148671,9.742788,5.246988,1.98E-22,3.80E-19
lung secretory cell,rest,4,ENSG00000161055,8.941323,5.5408506,3.85E-19,5.68E-16
lung secretory cell,rest,5,ENSG00000198755,8.638276,2.2312057,5.71E-18,7.31E-15
lung secretory cell,rest,6,ENSG00000047457,8.502885,5.91724,1.85E-17,2.22E-14
lung secretory cell,rest,8,ENSG00000223367,8.388696,1.5691426,4.92E-17,5.25E-14
lung secretory cell,rest,9,ENSG00000089356,8.211991,4.462699,2.18E-16,2.20E-13
lung secretory cell,rest,11,ENSG00000101443,8.006127,4.724423,1.18E-15,9.88E-13
lung secretory cell,rest,12,ENSG00000008394,7.951175,4.1781774,1.85E-15,1.48E-12
lung secretory cell,rest,14,ENSG00000256612,7.7448306,4.5180545,9.57E-15,7.07E-12
lung secretory cell,rest,15,ENSG00000135480,7.6250896,4.895924,2.44E-14,1.62E-11
lung secretory cell,rest,16,ENSG00000137673,7.6002145,6.412754,2.96E-14,1.84E-11
lung secretory cell,rest,17,ENSG00000184292,7.599559,4.7051363,2.97E-14,1.84E-11
lung secretory cell,rest,18,ENSG00000083845,7.3625245,2.235302,1.80E-13,1.02E-10
lung secretory cell,rest,19,ENSG00000149021,7.322305,3.771176,2.44E-13,1.30E-10
lung secretory cell,rest,21,ENSG00000196754,7.1879187,5.4952693,6.58E-13,3.16E-10
lung secretory cell,rest,22,ENSG00000089157,7.1788254,1.9551531,7.03E-13,3.29E-10
lung secretory cell,rest,23,ENSG00000120885,7.091435,4.027731,1.33E-12,5.93E-10
lung secretory cell,rest,24,ENSG00000010278,7.0348654,3.225408,1.99E-12,8.51E-10
lung secretory cell,rest,25,ENSG00000124107,6.930075,3.573259,4.21E-12,1.76E-09
lung secretory cell,rest,26,ENSG00000142973,6.9090476,4.2171493,4.88E-12,1.99E-09
lung secretory cell,rest,27,ENSG00000167642,6.7653494,3.6789856,1.33E-11,5.21E-09
lung secretory cell,rest,28,ENSG00000175265,6.7433596,4.0400085,1.55E-11,5.83E-09
lung secretory cell,rest,29,ENSG00000105974,6.6580677,4.1205063,2.77E-11,9.87E-09
lung secretory cell,rest,30,ENSG00000100316,6.508992,1.1052015,7.57E-11,2.64E-08
lung secretory cell,rest,31,ENSG00000102804,6.4828935,3.5563169,9.00E-11,3.09E-08
lung secretory cell,rest,32,ENSG00000167644,6.3704095,3.6242023,1.89E-10,6.24E-08
