Cell name,ref,rank,Cell marker,scores,logfoldchanges,pvals,pvals_adj
type I pneumocyte,rest,42,ENSG00000137710,7.556547,4.9426484,4.14E-14,1.66E-11
type I pneumocyte,rest,43,ENSG00000111859,7.279569,4.726103,3.35E-13,1.31E-10
type I pneumocyte,rest,44,ENSG00000094963,7.2040253,5.933214,5.85E-13,2.25E-10
type I pneumocyte,rest,45,ENSG00000090339,7.1788764,4.3180037,7.03E-13,2.65E-10
type I pneumocyte,rest,46,ENSG00000114446,7.1036267,4.3402653,1.22E-12,4.43E-10
type I pneumocyte,rest,47,ENSG00000084207,7.0875473,2.9758446,1.37E-12,4.86E-10
type I pneumocyte,rest,48,ENSG00000162909,7.0440645,4.286546,1.87E-12,6.52E-10
type I pneumocyte,rest,49,ENSG00000180992,7.0120034,4.1942363,2.35E-12,7.92E-10
type I pneumocyte,rest,50,ENSG00000277101,6.9983263,6.5987887,2.59E-12,8.58E-10
type I pneumocyte,rest,51,ENSG00000067082,6.888859,3.3660605,5.62E-12,1.83E-09
type I pneumocyte,rest,52,ENSG00000114790,6.8278255,6.5148153,8.62E-12,2.76E-09
type I pneumocyte,rest,53,ENSG00000084234,6.7566934,3.130919,1.41E-11,4.37E-09
type I pneumocyte,rest,54,ENSG00000196776,6.729731,4.1990895,1.70E-11,5.18E-09
type I pneumocyte,rest,55,ENSG00000169908,6.708014,4.1758065,1.97E-11,5.92E-09
type I pneumocyte,rest,56,ENSG00000184292,6.660805,4.664455,2.72E-11,7.92E-09
type I pneumocyte,rest,57,ENSG00000168497,6.5486903,4.437488,5.80E-11,1.66E-08
type I pneumocyte,rest,58,ENSG00000112715,6.4015737,4.5133395,1.54E-10,4.34E-08
type I pneumocyte,rest,59,ENSG00000010278,6.350786,2.815944,2.14E-10,5.96E-08
type I pneumocyte,rest,60,ENSG00000135678,6.1699414,3.8904316,6.83E-10,1.82E-07
type I pneumocyte,rest,61,ENSG00000101608,6.141116,2.8629384,8.19E-10,2.16E-07
type I pneumocyte,rest,62,ENSG00000184009,6.0833673,2.2321408,1.18E-09,3.05E-07
type I pneumocyte,rest,63,ENSG00000250722,6.079691,3.5752249,1.20E-09,3.08E-07
type I pneumocyte,rest,64,ENSG00000173376,6.069445,5.5199876,1.28E-09,3.24E-07
type I pneumocyte,rest,65,ENSG00000115306,6.0556207,3.9231093,1.40E-09,3.49E-07
type I pneumocyte,rest,66,ENSG00000118680,6.030374,2.3636522,1.64E-09,3.99E-07
type I pneumocyte,rest,67,ENSG00000100234,5.983263,4.7083817,2.19E-09,5.19E-07
type I pneumocyte,rest,68,ENSG00000177469,5.9772334,4.133078,2.27E-09,5.32E-07
type I pneumocyte,rest,69,ENSG00000157654,5.924681,4.331128,3.13E-09,7.18E-07
type I pneumocyte,rest,70,ENSG00000092820,5.924093,3.0365558,3.14E-09,7.18E-07
type I pneumocyte,rest,71,ENSG00000198682,5.8370285,5.298833,5.31E-09,1.20E-06
type I pneumocyte,rest,72,ENSG00000102024,5.8059483,4.630384,6.40E-09,1.43E-06
type I pneumocyte,rest,73,ENSG00000170421,5.781486,3.689201,7.40E-09,1.63E-06
type I pneumocyte,rest,74,ENSG00000138594,5.746484,3.5663068,9.11E-09,1.99E-06
type I pneumocyte,rest,75,ENSG00000107742,5.71207,5.814919,1.12E-08,2.36E-06
type I pneumocyte,rest,76,ENSG00000237814,5.696971,3.7600954,1.22E-08,2.55E-06
type I pneumocyte,rest,77,ENSG00000197415,5.6705966,4.5045066,1.42E-08,2.91E-06
type I pneumocyte,rest,78,ENSG00000081026,5.5836797,4.480744,2.35E-08,4.71E-06
type I pneumocyte,rest,79,ENSG00000166681,5.568679,3.5804932,2.57E-08,5.03E-06
type I pneumocyte,rest,80,ENSG00000152818,5.5653453,3.4391916,2.62E-08,5.08E-06
type I pneumocyte,rest,81,ENSG00000128641,5.5147047,4.380875,3.49E-08,6.64E-06
type I pneumocyte,rest,82,ENSG00000003402,5.4707804,3.057623,4.48E-08,8.27E-06
type I pneumocyte,rest,83,ENSG00000276184,5.431268,5.2614956,5.60E-08,1.02E-05
type I pneumocyte,rest,84,ENSG00000124942,5.424503,3.0157995,5.81E-08,1.05E-05
type I pneumocyte,rest,85,ENSG00000166347,5.4032764,3.3567483,6.54E-08,1.17E-05
type I pneumocyte,rest,86,ENSG00000144810,5.355087,5.572004,8.55E-08,1.51E-05
type I pneumocyte,rest,87,ENSG00000176771,5.329595,6.0677595,9.84E-08,1.72E-05
type I pneumocyte,rest,88,ENSG00000169583,5.2562575,5.1465173,1.47E-07,2.48E-05
type I pneumocyte,rest,89,ENSG00000167642,5.2413545,3.1360493,1.59E-07,2.66E-05
type I pneumocyte,rest,90,ENSG00000118523,5.2176766,4.619686,1.81E-07,2.95E-05
type I pneumocyte,rest,91,ENSG00000257520,5.171644,3.364171,2.32E-07,3.68E-05
type I pneumocyte,rest,92,ENSG00000067167,5.165222,3.0536842,2.40E-07,3.78E-05
type I pneumocyte,rest,93,ENSG00000120306,5.1593394,3.2167616,2.48E-07,3.87E-05
type I pneumocyte,rest,94,ENSG00000151718,5.123406,4.4737844,3.00E-07,4.61E-05
type I pneumocyte,rest,95,ENSG00000069122,5.11468,3.2812397,3.14E-07,4.78E-05
type I pneumocyte,rest,96,ENSG00000158769,5.1133075,3.1505437,3.17E-07,4.78E-05
type I pneumocyte,rest,97,ENSG00000071967,5.111984,4.084311,3.19E-07,4.78E-05
type I pneumocyte,rest,98,ENSG00000177700,5.030116,2.5971925,4.90E-07,7.24E-05
type I pneumocyte,rest,99,ENSG00000183087,5.0250664,4.888696,5.03E-07,7.38E-05
type II pneumocyte,rest,0,ENSG00000168878,33.252224,8.744679,1.90E-242,3.64E-238
type II pneumocyte,rest,1,ENSG00000168484,32.535194,7.688663,3.39E-232,3.26E-228
type II pneumocyte,rest,2,ENSG00000185303,31.482252,8.225335,1.52E-217,9.73E-214
type II pneumocyte,rest,3,ENSG00000131400,30.632496,9.368105,4.52E-206,2.17E-202
type II pneumocyte,rest,4,ENSG00000124107,30.31266,7.9768186,7.81E-202,3.00E-198
type II pneumocyte,rest,5,ENSG00000122852,29.968576,8.241741,2.52E-197,8.07E-194
type II pneumocyte,rest,6,ENSG00000133661,28.415447,8.9058485,1.30E-177,3.58E-174
type II pneumocyte,rest,7,ENSG00000157765,25.745365,7.6908674,3.63E-146,8.72E-143
type II pneumocyte,rest,8,ENSG00000103811,25.622171,6.06102,8.64E-145,1.84E-141
type II pneumocyte,rest,9,ENSG00000166347,25.25902,7.1041503,9.02E-141,1.57E-137
type II pneumocyte,rest,10,ENSG00000164265,24.88012,6.748807,1.22E-136,1.95E-133
type II pneumocyte,rest,11,ENSG00000164687,24.625988,6.099389,6.66E-134,9.83E-131
type II pneumocyte,rest,12,ENSG00000119655,24.322725,4.723138,1.13E-130,1.55E-127
type II pneumocyte,rest,13,ENSG00000185499,24.033,7.0800886,1.26E-127,1.42E-124
type II pneumocyte,rest,14,ENSG00000123838,21.839493,7.3268256,9.78E-106,1.04E-102
type II pneumocyte,rest,15,ENSG00000176907,19.905296,6.256761,3.66E-88,2.93E-85
type II pneumocyte,rest,16,ENSG00000257520,19.876528,6.2364407,6.50E-88,4.99E-85
type II pneumocyte,rest,17,ENSG00000171476,19.277206,6.052621,8.35E-83,6.17E-80
type II pneumocyte,rest,18,ENSG00000078081,19.227112,6.724819,2.20E-82,1.56E-79
type II pneumocyte,rest,19,ENSG00000129538,18.849058,5.5337415,2.99E-79,1.98E-76
type II pneumocyte,rest,20,ENSG00000188906,18.810966,6.1725593,6.14E-79,3.80E-76
type II pneumocyte,rest,21,ENSG00000143416,18.323162,5.83093,5.41E-75,3.15E-72
type II pneumocyte,rest,22,ENSG00000069122,18.162186,5.6028476,1.03E-73,5.81E-71
type II pneumocyte,rest,23,ENSG00000008394,18.049562,5.131583,7.95E-73,4.36E-70
type II pneumocyte,rest,24,ENSG00000189377,17.70609,5.5051126,3.76E-70,2.01E-67
type II pneumocyte,rest,25,ENSG00000162896,17.301035,5.4438853,4.62E-67,2.34E-64
type II pneumocyte,rest,26,ENSG00000237814,16.774717,5.6219883,3.74E-63,1.79E-60
type II pneumocyte,rest,28,ENSG00000116133,15.724552,4.725995,1.03E-55,4.20E-53
type II pneumocyte,rest,29,ENSG00000250722,15.103362,4.438759,1.54E-51,5.91E-49
type II pneumocyte,rest,30,ENSG00000167972,15.093851,5.292316,1.78E-51,6.69E-49
type II pneumocyte,rest,31,ENSG00000099194,14.68331,4.5563126,8.25E-49,2.83E-46
type II pneumocyte,rest,32,ENSG00000153446,14.239952,5.2930017,5.18E-46,1.63E-43
type II pneumocyte,rest,33,ENSG00000125730,14.119207,4.513946,2.89E-45,8.96E-43
type II pneumocyte,rest,34,ENSG00000224246,13.732138,5.4886446,6.52E-43,1.96E-40
type II pneumocyte,rest,35,ENSG00000066405,13.578341,4.8409276,5.38E-42,1.54E-39
type II pneumocyte,rest,36,ENSG00000138821,13.566216,4.8510942,6.35E-42,1.79E-39
type II pneumocyte,rest,37,ENSG00000136048,13.304528,4.6091995,2.18E-40,5.81E-38
type II pneumocyte,rest,38,ENSG00000275079,13.206666,4.6655464,8.03E-40,2.08E-37
type II pneumocyte,rest,39,ENSG00000153395,12.9569845,4.6164618,2.15E-38,5.42E-36
type II pneumocyte,rest,40,ENSG00000163629,12.759424,4.92432,2.76E-37,6.80E-35
type II pneumocyte,rest,41,ENSG00000151332,12.647014,4.361613,1.16E-36,2.83E-34
type II pneumocyte,rest,42,ENSG00000100906,12.560922,3.2514396,3.46E-36,8.31E-34
type II pneumocyte,rest,43,ENSG00000096088,12.5037155,5.2601404,7.12E-36,1.69E-33
type II pneumocyte,rest,44,ENSG00000112306,12.465485,1.2225751,1.15E-35,2.67E-33
type II pneumocyte,rest,45,ENSG00000171885,12.35717,4.3241835,4.46E-35,1.02E-32
type II pneumocyte,rest,46,ENSG00000161055,12.3536625,3.7219567,4.65E-35,1.05E-32
type II pneumocyte,rest,47,ENSG00000115648,12.179525,3.7980876,4.00E-34,8.82E-32
type II pneumocyte,rest,48,ENSG00000125868,11.807098,3.092218,3.59E-32,7.74E-30
type II pneumocyte,rest,49,ENSG00000135678,11.4512205,3.641685,2.32E-30,4.74E-28
type II pneumocyte,rest,50,ENSG00000155368,11.377394,2.9475482,5.42E-30,1.07E-27
type II pneumocyte,rest,51,ENSG00000127954,11.179503,3.8961399,5.14E-29,9.97E-27
type II pneumocyte,rest,52,ENSG00000081041,11.105724,3.3473759,1.18E-28,2.22E-26
type II pneumocyte,rest,53,ENSG00000130164,10.98571,3.381363,4.48E-28,8.19E-26
type II pneumocyte,rest,54,ENSG00000160862,10.914002,5.233699,9.88E-28,1.74E-25
type II pneumocyte,rest,55,ENSG00000129422,10.787443,3.8647633,3.95E-27,6.77E-25
type II pneumocyte,rest,56,ENSG00000148671,10.583314,3.2486293,3.56E-26,6.00E-24
type II pneumocyte,rest,57,ENSG00000138593,10.567424,3.664851,4.22E-26,7.05E-24
type II pneumocyte,rest,58,ENSG00000173467,10.50339,3.457898,8.33E-26,1.37E-23
type II pneumocyte,rest,59,ENSG00000157551,10.487853,4.4079723,9.82E-26,1.60E-23
type II pneumocyte,rest,60,ENSG00000003436,10.455177,3.6323578,1.39E-25,2.22E-23
type II pneumocyte,rest,61,ENSG00000115221,10.269082,4.155087,9.71E-25,1.48E-22
type II pneumocyte,rest,62,ENSG00000109046,10.237112,2.8025756,1.35E-24,2.04E-22
type II pneumocyte,rest,63,ENSG00000198034,10.144476,1.4597522,3.51E-24,5.18E-22
type II pneumocyte,rest,64,ENSG00000048540,10.088942,3.926348,6.18E-24,8.86E-22
type II pneumocyte,rest,65,ENSG00000126432,9.946633,2.755138,2.61E-23,3.66E-21
type II pneumocyte,rest,66,ENSG00000102804,9.919513,2.9768994,3.42E-23,4.73E-21
type II pneumocyte,rest,67,ENSG00000165175,9.89696,3.6151817,4.29E-23,5.89E-21
type II pneumocyte,rest,68,ENSG00000007402,9.896019,4.479479,4.33E-23,5.90E-21
type II pneumocyte,rest,69,ENSG00000124145,9.804654,3.1531587,1.08E-22,1.44E-20
type II pneumocyte,rest,70,ENSG00000172264,9.702366,4.256681,2.95E-22,3.88E-20
type II pneumocyte,rest,71,ENSG00000106541,9.5521,3.2954504,1.27E-21,1.65E-19
type II pneumocyte,rest,72,ENSG00000068650,9.51095,3.652339,1.89E-21,2.44E-19
type II pneumocyte,rest,73,ENSG00000198363,9.5025215,3.095841,2.05E-21,2.62E-19
type II pneumocyte,rest,74,ENSG00000001630,9.376998,2.9223943,6.79E-21,8.47E-19
type II pneumocyte,rest,75,ENSG00000114446,9.306044,2.9712574,1.33E-20,1.63E-18
type II pneumocyte,rest,76,ENSG00000163399,9.250934,2.75186,2.23E-20,2.67E-18
type II pneumocyte,rest,77,ENSG00000170776,9.186618,2.4377892,4.05E-20,4.84E-18
type II pneumocyte,rest,78,ENSG00000134020,9.130566,4.1756525,6.81E-20,8.08E-18
type II pneumocyte,rest,79,ENSG00000163435,9.113851,2.9470868,7.95E-20,9.37E-18
type II pneumocyte,rest,80,ENSG00000047936,9.105399,4.3837347,8.59E-20,1.01E-17
type II pneumocyte,rest,81,ENSG00000144063,9.055115,4.0473313,1.36E-19,1.55E-17
type II pneumocyte,rest,82,ENSG00000101443,8.946164,2.9718616,3.68E-19,4.13E-17
type II pneumocyte,rest,83,ENSG00000137857,8.940373,3.8788993,3.88E-19,4.33E-17
type II pneumocyte,rest,84,ENSG00000182985,8.938113,3.5233905,3.96E-19,4.39E-17
type II pneumocyte,rest,85,ENSG00000103978,8.88611,2.9220302,6.33E-19,6.95E-17
type II pneumocyte,rest,86,ENSG00000225454,8.799359,4.4361715,1.38E-18,1.48E-16
type II pneumocyte,rest,87,ENSG00000110195,8.778761,3.083456,1.65E-18,1.77E-16
type II pneumocyte,rest,88,ENSG00000151150,8.756161,3.7094638,2.02E-18,2.14E-16
type II pneumocyte,rest,89,ENSG00000189221,8.71016,3.7599778,3.03E-18,3.18E-16
type II pneumocyte,rest,90,ENSG00000197415,8.676708,3.9533186,4.07E-18,4.25E-16
type II pneumocyte,rest,91,ENSG00000145860,8.674966,3.1370158,4.14E-18,4.29E-16
type II pneumocyte,rest,92,ENSG00000256612,8.633415,2.9939325,5.95E-18,6.08E-16
type II pneumocyte,rest,93,ENSG00000117525,8.5812235,3.313964,9.39E-18,9.44E-16
type II pneumocyte,rest,94,ENSG00000166741,8.512482,3.0467403,1.70E-17,1.67E-15
type II pneumocyte,rest,95,ENSG00000189143,8.462244,3.0133815,2.62E-17,2.53E-15
type II pneumocyte,rest,96,ENSG00000144331,8.354071,4.956535,6.59E-17,6.21E-15
type II pneumocyte,rest,97,ENSG00000039560,8.296112,3.2659316,1.08E-16,9.93E-15
type II pneumocyte,rest,98,ENSG00000164741,8.26353,3.2199414,1.41E-16,1.30E-14
type II pneumocyte,rest,99,ENSG00000108946,8.030586,2.3333654,9.70E-16,8.51E-14
